time,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,temp,humidity,pressure,altitude,fix_q,sat,lat,long,gps_alt,gps_speed,telem_signal
672.189,15.654,-3.005,-10.999,0.147,1.01,-0.167,-0.005,-0.068,0.001,94.689,31.269,996.673,1.731,1.0,6.0,38.636,-90.228,489.501,1.225,-51
672.603,15.556,-2.987,-10.834,0.142,0.992,-0.18,-0.004,-0.066,0.0,94.698,31.083,996.685,0.27,1.0,12.0,38.636,-90.228,489.501,1.225,-52
673.014,15.548,-3.013,-10.863,0.134,0.986,-0.181,-0.007,-0.068,0.001,94.698,31.247,996.695,0.882,1.0,12.0,38.636,-90.228,489.501,1.225,-52
673.428,15.611,-2.985,-10.944,0.148,0.996,-0.165,-0.004,-0.061,0.001,94.679,31.176,996.68,0.921,1.0,12.0,38.636,-90.228,489.501,1.225,-51
673.839,15.546,-3.022,-10.841,0.141,0.99,-0.164,-0.005,-0.066,0.001,94.67,30.924,996.677,0.769,1.0,4.0,38.636,-90.228,489.501,1.225,-51
674.252,15.589,-2.995,-10.928,0.139,0.983,-0.165,-0.008,-0.062,0.0,94.689,31.187,996.689,1.333,1.0,4.0,38.636,-90.228,489.501,1.225,-51
674.664,15.632,-2.979,-10.749,0.132,0.985,-0.17,-0.013,-0.065,-0.001,94.67,31.165,996.691,0.244,1.0,4.0,38.636,-90.228,489.501,1.03,-51
675.075,15.587,-3.034,-10.569,0.138,0.987,-0.175,-0.004,-0.069,-0.001,94.67,30.924,996.704,0.158,1.0,4.0,38.636,-90.228,489.501,1.03,-51
675.488,15.538,-3.003,-10.9,0.129,1.001,-0.178,-0.008,-0.066,0.001,94.679,31.132,996.704,0.205,1.0,6.0,38.636,-90.228,489.829,1.03,-51
675.901,15.564,-2.975,-10.906,0.145,1.002,-0.175,-0.014,-0.063,0.001,94.652,30.99,996.702,1.667,1.0,6.0,38.636,-90.228,489.829,1.03,-52
676.313,15.497,-3.03,-10.987,0.146,0.987,-0.164,-0.008,-0.069,0.004,94.689,31.198,996.694,0.825,1.0,6.0,38.636,-90.228,489.829,1.03,-50
676.726,15.597,-2.981,-10.991,0.144,0.983,-0.163,-0.008,-0.062,0.001,94.661,31.335,996.662,1.151,1.0,12.0,38.636,-90.228,489.829,1.03,-50
677.138,15.583,-2.979,-10.894,0.144,0.991,-0.166,-0.005,-0.068,-0.0,94.661,31.138,996.722,1.007,1.0,12.0,38.636,-90.228,489.829,1.03,-50
677.551,15.538,-2.962,-10.885,0.137,0.991,-0.168,-0.009,-0.06,0.0,94.698,31.231,996.692,0.5,1.0,12.0,38.636,-90.228,489.829,1.03,-51
677.964,15.617,-2.985,-10.971,0.146,0.994,-0.18,-0.008,-0.023,0.001,94.698,31.192,996.69,0.547,1.0,4.0,38.636,-90.228,489.829,1.03,-51
678.377,15.514,-2.971,-10.653,0.14,0.988,-0.176,-0.006,-0.063,0.0,94.716,31.094,996.678,0.937,1.0,4.0,38.636,-90.228,489.829,1.03,-51
678.79,15.552,-3.064,-10.871,0.142,0.993,-0.167,-0.004,-0.064,-0.001,94.716,31.088,996.712,1.597,1.0,4.0,38.636,-90.228,489.829,1.131,-51
679.201,15.573,-3.005,-10.867,0.145,0.991,-0.167,-0.009,-0.064,0.0,94.689,31.247,996.705,0.977,1.0,4.0,38.636,-90.228,489.829,1.131,-51
679.614,15.528,-2.946,-10.916,0.146,0.983,-0.161,-0.009,-0.064,-0.001,94.698,31.148,996.673,0.595,1.0,6.0,38.636,-90.228,490.486,1.131,-52
680.026,15.505,-3.05,-10.816,0.143,0.988,-0.172,-0.009,-0.06,0.001,94.689,31.214,996.679,0.604,1.0,6.0,38.636,-90.228,490.486,1.131,-51
680.438,15.607,-3.07,-10.883,0.138,0.988,-0.166,-0.009,-0.063,0.0,94.679,31.329,996.687,0.747,1.0,6.0,38.636,-90.228,490.486,1.131,-50
680.852,15.636,-3.026,-10.957,0.121,0.992,-0.168,-0.005,-0.06,0.002,94.698,31.153,996.704,-0.134,1.0,12.0,38.636,-90.228,490.486,1.131,-51
681.267,15.53,-3.024,-10.906,0.138,0.982,-0.176,-0.009,-0.06,0.001,94.707,31.115,996.712,1.471,1.0,12.0,38.636,-90.228,490.486,1.131,-51
681.68,15.607,-3.019,-10.883,0.143,0.987,-0.176,-0.003,-0.061,0.001,94.725,31.011,996.717,0.812,1.0,12.0,38.636,-90.228,490.486,1.131,-51
682.091,15.595,-2.975,-11.014,0.151,0.982,-0.171,-0.004,-0.066,-0.001,94.725,31.055,996.696,1.193,1.0,4.0,38.636,-90.228,490.486,1.131,-51
682.504,15.701,-3.109,-10.843,0.144,0.99,-0.179,-0.011,-0.063,0.002,94.735,31.082,996.698,0.647,1.0,4.0,38.636,-90.228,490.486,1.131,-51
682.918,15.487,-3.013,-10.873,0.142,0.991,-0.178,0.001,-0.065,0.001,94.735,31.241,996.697,0.265,1.0,4.0,38.636,-90.228,490.486,1.06,-52
683.33,15.575,-2.975,-11.008,0.141,0.99,-0.178,-0.008,-0.063,-0.001,94.735,31.148,996.656,0.963,1.0,4.0,38.636,-90.228,490.486,1.06,-52
683.747,15.526,-2.991,-11.042,0.14,0.985,-0.168,-0.007,-0.064,0.002,94.716,30.929,996.71,0.946,1.0,6.0,38.636,-90.228,491.47,1.06,-52
684.159,15.617,-3.046,-10.955,0.139,0.985,-0.18,-0.01,-0.065,0.001,94.735,31.017,996.684,1.67,1.0,6.0,38.636,-90.228,491.47,1.06,-52
684.573,15.607,-3.052,-10.967,0.138,0.982,-0.183,-0.009,-0.064,0.001,94.725,31.039,996.703,0.209,1.0,6.0,38.636,-90.228,491.47,1.06,-51
684.987,15.634,-2.981,-10.81,0.143,0.989,-0.166,-0.003,-0.068,0.001,94.725,31.257,996.703,1.137,1.0,12.0,38.636,-90.228,491.47,1.06,-51
685.399,15.622,-3.044,-10.889,0.14,0.995,-0.167,-0.012,-0.062,0.001,94.735,30.886,996.684,0.343,1.0,12.0,38.636,-90.228,491.47,1.06,-51
685.815,15.54,-2.987,-10.955,0.148,0.997,-0.167,-0.006,-0.063,-0.0,94.725,31.088,996.727,0.582,1.0,12.0,38.636,-90.228,491.47,1.06,-50
686.228,15.505,-2.989,-10.816,0.139,0.991,-0.162,-0.008,-0.068,0.0,94.735,31.279,996.701,1.518,1.0,4.0,38.636,-90.228,491.47,1.06,-50
686.641,15.63,-3.032,-10.898,0.152,1.012,-0.175,-0.007,-0.063,-0.002,94.725,31.197,996.692,0.4,1.0,4.0,38.636,-90.228,491.47,1.06,-49
687.053,15.626,-3.022,-11.038,0.144,0.99,-0.179,-0.005,-0.064,0.0,94.762,31.388,996.7,0.473,1.0,4.0,38.636,-90.228,491.47,0.545,-49
687.465,15.577,-3.04,-10.9,0.145,0.998,-0.178,-0.006,-0.064,0.001,94.735,31.252,996.725,0.677,1.0,4.0,38.636,-90.228,491.47,0.545,-50
687.878,15.532,-3.011,-10.942,0.144,0.989,-0.175,-0.007,-0.064,-0.0,94.735,30.847,996.673,1.224,1.0,6.0,38.636,-90.228,491.142,0.545,-51
688.291,15.54,-2.983,-10.853,0.137,0.988,-0.184,-0.009,-0.066,-0.003,94.707,31.017,996.698,0.573,1.0,6.0,38.636,-90.228,491.142,0.545,-49
688.702,15.581,-2.922,-10.704,0.141,0.989,-0.163,-0.008,-0.062,-0.0,94.716,31.197,996.676,0.248,1.0,6.0,38.636,-90.228,491.142,0.545,-49
689.114,15.569,-2.913,-10.975,0.143,0.994,-0.173,-0.003,-0.065,-0.003,94.735,31.093,996.704,1.249,1.0,12.0,38.636,-90.228,491.142,0.545,-49
689.527,15.548,-3.075,-10.755,0.151,0.987,-0.179,-0.006,-0.062,-0.002,94.716,31.093,996.691,1.193,1.0,12.0,38.636,-90.228,491.142,0.545,-49
689.94,15.607,-3.048,-10.867,0.147,0.994,-0.182,-0.003,-0.066,-0.0,94.716,31.044,996.706,0.946,1.0,12.0,38.636,-90.228,491.142,0.545,-49
690.352,15.613,-2.969,-10.875,0.143,1.012,-0.173,-0.007,-0.063,0.002,94.725,31.29,996.678,-0.021,1.0,4.0,38.636,-90.228,491.142,0.545,-56
690.768,15.546,-2.932,-10.875,0.142,0.99,-0.17,-0.006,-0.068,-0.0,94.744,31.115,996.697,0.495,1.0,4.0,38.636,-90.228,491.142,0.545,-70
691.185,15.601,-3.046,-10.879,0.146,0.999,-0.17,-0.006,-0.063,-0.003,94.753,31.219,996.695,0.647,1.0,4.0,38.636,-90.228,491.142,0.373,-64
691.599,15.587,-2.95,-10.912,0.136,0.973,-0.169,-0.01,-0.068,0.001,94.762,31.252,996.7,0.243,1.0,4.0,38.636,-90.228,491.142,0.373,-60
692.015,15.558,-2.944,-10.841,0.141,0.987,-0.18,-0.007,-0.065,0.0,94.781,31.06,996.698,0.529,1.0,6.0,38.636,-90.228,491.798,0.373,-58
692.427,15.603,-3.091,-10.887,0.135,0.984,-0.21,-0.007,-0.068,-0.001,94.79,31.022,996.674,-0.13,1.0,6.0,38.636,-90.228,491.798,0.373,-62
692.837,15.575,-2.987,-10.832,0.137,0.992,-0.175,-0.002,-0.066,0.002,94.781,31.186,996.693,0.568,1.0,6.0,38.636,-90.228,491.798,0.373,-59
693.253,15.575,-2.958,-11.016,0.146,0.995,-0.172,-0.009,-0.069,0.001,94.771,31.038,996.718,0.226,1.0,12.0,38.636,-90.228,491.798,0.373,-69
693.666,15.513,-3.024,-10.934,0.146,0.999,-0.182,-0.007,-0.065,0.003,94.762,30.88,996.681,0.989,1.0,12.0,38.636,-90.228,491.798,0.373,-62
694.078,15.536,-2.975,-10.834,0.14,0.987,-0.162,-0.003,-0.064,-0.002,94.771,31.235,996.683,1.028,1.0,12.0,38.636,-90.228,491.798,0.373,-50
694.492,15.569,-2.954,-10.871,0.139,0.992,-0.174,-0.008,-0.064,-0.002,94.762,31.317,996.703,1.275,1.0,4.0,38.636,-90.228,491.798,0.373,-50
694.902,15.518,-3.005,-10.904,0.144,0.992,-0.171,-0.007,-0.06,0.0,94.762,30.885,996.695,0.646,1.0,4.0,38.636,-90.228,491.798,0.373,-56
695.319,15.605,-3.136,-10.896,0.149,1.0,-0.168,-0.01,-0.063,-0.001,94.771,31.159,996.695,0.1,1.0,4.0,38.636,-90.228,491.798,0.38,-55
695.732,15.609,-2.983,-10.767,0.147,0.996,-0.169,-0.009,-0.063,-0.0,94.771,31.186,996.681,1.323,1.0,4.0,38.636,-90.228,491.798,0.38,-56
696.144,15.538,-2.969,-10.906,0.147,0.994,-0.184,-0.008,-0.065,0.002,94.762,31.169,996.72,1.418,1.0,6.0,38.636,-90.228,491.142,0.38,-53
696.556,15.567,-3.089,-10.822,0.142,0.978,-0.161,-0.007,-0.063,-0.0,94.744,31.142,996.702,0.226,1.0,6.0,38.636,-90.228,491.142,0.38,-54
696.971,15.505,-3.001,-10.879,0.154,1.001,-0.173,-0.011,-0.066,0.001,94.753,30.885,996.7,0.377,1.0,6.0,38.636,-90.228,491.142,0.38,-55
697.385,15.514,-3.019,-10.71,0.149,0.988,-0.18,-0.004,-0.061,-0.002,94.781,31.142,996.702,0.299,1.0,12.0,38.636,-90.228,491.142,0.38,-54
697.801,15.619,-2.975,-10.847,0.154,0.997,-0.163,-0.007,-0.066,-0.003,94.781,31.131,996.732,0.663,1.0,12.0,38.636,-90.228,491.142,0.38,-55
698.214,15.562,-2.989,-10.669,0.149,0.996,-0.179,0.001,-0.061,0.0,94.799,31.142,996.704,0.442,1.0,12.0,38.636,-90.228,491.142,0.38,-53
698.629,15.516,-3.038,-10.869,0.147,0.983,-0.168,-0.006,-0.066,0.001,94.781,31.142,996.67,1.084,1.0,4.0,38.636,-90.228,491.142,0.38,-57
699.039,15.532,-2.966,-10.989,0.124,0.991,-0.175,-0.008,-0.063,-0.002,94.799,31.383,996.701,0.759,1.0,4.0,38.636,-90.228,491.142,0.38,-57
699.454,15.56,-3.048,-10.922,0.143,0.99,-0.178,-0.004,-0.06,0.003,94.771,31.197,996.684,0.624,1.0,4.0,38.636,-90.228,491.142,1.354,-57
699.867,15.554,-3.034,-10.684,0.147,0.986,-0.166,-0.003,-0.062,-0.001,94.771,30.847,996.736,0.75,1.0,4.0,38.636,-90.228,491.142,1.354,-59
700.281,15.54,-3.022,-10.741,0.149,0.985,-0.177,-0.009,-0.057,0.001,94.781,31.071,996.724,0.243,1.0,6.0,38.636,-90.228,489.829,1.354,-58
700.693,15.55,-2.977,-10.953,0.144,0.987,-0.173,-0.009,-0.062,-0.001,94.79,31.224,996.719,0.052,1.0,6.0,38.636,-90.228,489.829,1.354,-56
701.104,15.536,-3.052,-10.857,0.141,0.989,-0.177,-0.003,-0.068,0.002,94.781,30.885,996.693,1.227,1.0,6.0,38.636,-90.228,489.829,1.354,-53
701.519,15.552,-3.032,-10.918,0.151,0.993,-0.177,-0.005,-0.058,0.0,94.781,30.918,996.7,0.434,1.0,12.0,38.636,-90.228,489.829,1.354,-53
701.932,15.587,-3.087,-10.773,0.136,0.986,-0.189,-0.006,-0.06,0.001,94.771,30.956,996.707,1.188,1.0,12.0,38.636,-90.228,489.829,1.354,-54
702.347,15.601,-3.046,-11.087,0.145,0.994,-0.171,-0.005,-0.063,-0.001,94.771,31.186,996.686,0.386,1.0,12.0,38.636,-90.228,489.829,1.354,-56
702.759,15.56,-3.024,-10.934,0.144,0.992,-0.165,-0.006,-0.066,-0.002,94.781,30.989,996.7,0.425,1.0,4.0,38.636,-90.228,489.829,1.354,-60
703.171,15.624,-2.997,-10.881,0.145,0.986,-0.177,-0.009,-0.064,0.003,94.79,31.333,996.705,0.616,1.0,4.0,38.636,-90.228,489.829,1.354,-53
703.584,15.554,-3.007,-10.794,0.145,0.99,-0.18,-0.012,-0.067,0.001,94.771,30.994,996.683,0.846,1.0,4.0,38.636,-90.228,489.829,2.329,-58
703.999,15.571,-3.077,-10.942,0.15,0.994,-0.178,-0.007,-0.067,0.0,94.781,31.306,996.705,0.377,1.0,4.0,38.636,-90.228,489.829,2.329,-60
704.413,15.624,-3.054,-10.794,0.143,0.986,-0.175,-0.007,-0.063,0.003,94.79,31.262,996.732,0.473,1.0,5.0,38.636,-90.228,488.845,2.329,-57
704.828,15.552,-3.028,-10.832,0.14,0.991,-0.184,-0.007,-0.066,-0.0,94.781,30.835,996.727,-0.139,1.0,5.0,38.636,-90.228,488.845,2.329,-54
705.246,15.613,-3.042,-10.863,0.142,0.984,-0.174,-0.007,-0.065,0.002,94.771,31.12,996.718,0.434,1.0,5.0,38.636,-90.228,488.845,2.329,-55
705.661,15.668,-2.999,-10.818,0.151,0.986,-0.164,-0.01,-0.064,-0.001,94.771,31.268,996.707,1.426,1.0,12.0,38.636,-90.228,488.845,2.329,-52
706.072,15.558,-3.005,-10.893,0.154,0.985,-0.17,-0.003,-0.065,-0.0,94.753,31.131,996.671,1.457,1.0,12.0,38.636,-90.228,488.845,2.329,-55
706.485,15.587,-3.038,-10.698,0.15,0.981,-0.18,-0.008,-0.064,0.0,94.762,31.12,996.704,0.807,1.0,12.0,38.636,-90.228,488.845,2.329,-58
706.899,15.595,-3.036,-10.887,0.143,0.987,-0.179,-0.01,-0.063,-0.0,94.79,31.372,996.704,0.403,1.0,4.0,38.636,-90.228,488.845,2.329,-58
707.312,15.526,-3.009,-10.906,0.147,0.982,-0.172,-0.007,-0.065,-0.0,94.817,31.197,996.683,1.396,1.0,4.0,38.636,-90.228,488.845,2.329,-57
707.725,15.534,-3.081,-10.893,0.14,0.985,-0.177,-0.005,-0.069,0.001,94.799,30.999,996.678,1.452,1.0,4.0,38.636,-90.228,488.845,2.203,-57
708.136,15.56,-2.977,-10.859,0.151,0.994,-0.172,-0.011,-0.069,-0.003,94.808,31.175,996.684,1.023,1.0,4.0,38.636,-90.228,488.845,2.203,-57
708.55,15.53,-3.091,-10.836,0.142,0.979,-0.179,-0.009,-0.065,-0.0,94.79,31.049,996.713,0.681,1.0,5.0,38.636,-90.228,488.189,2.203,-62
708.966,15.524,-2.946,-10.926,0.149,0.988,-0.187,-0.01,-0.068,-0.001,94.799,30.956,996.699,1.11,1.0,5.0,38.636,-90.228,488.189,2.203,-58
709.377,15.611,-3.028,-10.873,0.138,0.987,-0.168,-0.005,-0.066,-0.004,94.808,31.082,996.742,-0.122,1.0,5.0,38.636,-90.228,488.189,2.203,-58
709.791,15.556,-3.015,-10.953,0.154,0.985,-0.163,-0.006,-0.063,-0.001,94.79,31.027,996.71,1.188,1.0,12.0,38.636,-90.228,488.189,2.203,-60
710.204,15.554,-3.009,-10.808,0.143,0.991,-0.179,-0.01,-0.065,0.0,94.762,31.224,996.678,0.187,1.0,12.0,38.636,-90.228,488.189,2.203,-62
710.62,15.536,-3.013,-10.869,0.146,0.98,-0.168,-0.008,-0.062,-0.0,94.771,31.06,996.691,0.187,1.0,12.0,38.636,-90.228,488.189,2.203,-62
711.031,15.569,-3.03,-10.877,0.143,0.993,-0.183,-0.007,-0.062,0.001,94.79,30.797,996.715,0.243,1.0,4.0,38.636,-90.228,488.189,2.203,-57
711.444,15.534,-2.981,-10.865,0.142,0.99,-0.171,-0.009,-0.064,-0.0,94.808,31.033,996.72,0.022,1.0,4.0,38.636,-90.228,488.189,2.203,-54
711.857,15.548,-2.966,-10.928,0.149,0.995,-0.173,-0.005,-0.069,0.002,94.79,31.071,996.723,1.444,1.0,4.0,38.636,-90.228,488.189,2.105,-50
712.269,15.601,-3.087,-10.963,0.14,0.986,-0.182,-0.005,-0.065,0.0,94.799,31.06,996.716,0.164,1.0,4.0,38.636,-90.228,488.189,2.105,-58
712.685,15.546,-3.009,-10.881,0.14,0.99,-0.172,-0.004,-0.061,0.0,94.808,31.033,996.699,-0.789,1.0,5.0,38.636,-90.228,486.877,2.105,-53
713.095,15.569,-3.079,-10.838,0.149,0.985,-0.157,-0.007,-0.065,0.002,94.79,30.989,996.698,0.204,1.0,5.0,38.636,-90.228,486.877,2.105,-68
713.508,15.613,-3.073,-10.883,0.148,0.989,-0.171,-0.008,-0.065,0.0,94.781,30.961,996.665,0.815,1.0,5.0,38.636,-90.228,486.877,2.105,-49
713.923,15.634,-2.932,-10.975,0.135,0.983,-0.168,-0.006,-0.064,0.0,94.799,31.246,996.689,1.895,1.0,12.0,38.636,-90.228,486.877,2.105,-45
714.339,15.534,-3.017,-10.91,0.147,0.991,-0.162,-0.007,-0.065,-0.0,94.781,31.087,996.7,0.776,1.0,12.0,38.636,-90.228,486.877,2.105,-47
714.751,15.579,-3.126,-10.904,0.143,0.984,-0.186,-0.005,-0.068,-0.001,94.808,31.164,996.68,1.578,1.0,12.0,38.636,-90.228,486.877,2.105,-42
715.168,15.52,-3.034,-10.863,0.148,0.984,-0.173,-0.003,-0.064,-0.001,94.799,31.087,996.668,1.214,1.0,4.0,38.636,-90.228,486.877,2.105,-44
715.582,16.07,-2.966,-10.946,0.143,0.987,-0.181,-0.004,-0.063,-0.002,94.799,30.939,996.696,1.149,1.0,4.0,38.636,-90.228,486.877,2.105,-41
715.995,15.634,-3.034,-10.861,0.14,0.991,-0.182,-0.012,-0.066,-0.002,94.79,30.929,996.684,1.062,1.0,4.0,38.636,-90.228,486.877,3.266,-40
716.406,15.54,-3.017,-10.991,0.153,0.987,-0.163,-0.005,-0.062,-0.0,94.808,31.295,996.706,0.26,1.0,4.0,38.636,-90.228,486.877,3.266,-42
716.818,15.52,-3.097,-10.702,0.147,1.012,-0.172,-0.005,-0.061,0.004,94.817,31.257,996.683,0.212,1.0,6.0,38.636,-90.228,484.58,3.266,-48
717.231,15.634,-2.975,-10.855,0.149,0.991,-0.169,-0.008,-0.066,0.002,94.827,31.295,996.716,-0.265,1.0,6.0,38.636,-90.228,484.58,3.266,-39
717.643,15.662,-2.964,-10.916,0.15,0.991,-0.176,-0.009,-0.069,-0.001,94.808,31.344,996.718,0.403,1.0,6.0,38.636,-90.228,484.58,3.266,-40
718.055,15.554,-3.001,-10.863,0.147,0.994,-0.172,-0.01,-0.067,0.002,94.817,30.808,996.695,0.984,1.0,12.0,38.636,-90.228,484.58,3.266,-39
718.467,15.62,-3.019,-10.891,0.146,0.98,-0.174,-0.012,-0.065,-0.001,94.817,31.043,996.682,1.158,1.0,12.0,38.636,-90.228,484.58,3.266,-41
718.883,15.597,-3.022,-10.861,0.144,0.989,-0.178,-0.002,-0.062,0.001,94.781,30.967,996.7,0.416,1.0,12.0,38.636,-90.228,484.58,3.266,-47
719.296,15.67,-2.966,-10.794,0.138,0.988,-0.18,-0.007,-0.065,-0.002,94.716,30.863,996.667,2.217,1.0,4.0,38.636,-90.228,484.58,3.266,-43
719.713,15.569,-3.046,-10.875,0.146,0.983,-0.165,-0.006,-0.064,-0.0,94.679,30.886,996.682,1.532,1.0,4.0,38.636,-90.228,484.58,3.266,-42
720.127,15.558,-2.999,-10.686,0.146,0.998,-0.169,-0.003,-0.066,-0.003,94.707,31.012,996.685,1.319,1.0,4.0,38.636,-90.228,484.58,2.88,-54
720.541,15.591,-3.024,-10.906,0.143,0.99,-0.172,-0.009,-0.062,-0.001,94.716,30.825,996.717,0.612,1.0,4.0,38.636,-90.228,484.58,2.88,-46
720.955,15.546,-2.958,-10.963,0.149,0.988,-0.171,-0.003,-0.063,-0.001,94.707,31.181,996.686,0.495,1.0,6.0,38.636,-90.228,483.924,2.88,-48
721.371,15.619,-3.015,-10.94,0.136,0.993,-0.159,-0.005,-0.067,-0.001,94.725,30.738,996.701,1.05,1.0,6.0,38.636,-90.228,483.924,2.88,-50
721.782,15.654,-2.971,-10.853,0.146,0.994,-0.171,-0.004,-0.065,-0.001,94.707,31.055,996.71,0.413,1.0,6.0,38.636,-90.228,483.924,2.88,-52
722.195,15.524,-2.971,-10.863,0.146,0.991,-0.166,-0.002,-0.069,0.001,94.642,30.957,996.693,1.173,1.0,12.0,38.636,-90.228,483.924,2.88,-63
722.608,15.564,-3.048,-10.885,0.145,0.981,-0.158,-0.007,-0.065,0.001,94.642,31.154,996.684,0.912,1.0,12.0,38.636,-90.228,483.924,2.88,-57
723.022,15.577,-2.973,-10.896,0.137,0.99,-0.175,-0.01,-0.065,-0.002,94.642,31.116,996.698,0.015,1.0,12.0,38.636,-90.228,483.924,2.88,-62
723.435,15.528,-3.026,-10.902,0.142,0.985,-0.168,-0.005,-0.067,-0.001,94.642,30.755,996.708,0.505,1.0,4.0,38.636,-90.228,483.924,2.88,-58
723.848,15.566,-2.956,-10.93,0.14,0.989,-0.176,-0.006,-0.066,0.001,94.624,30.837,996.726,-0.353,1.0,4.0,38.636,-90.228,483.924,2.88,-62
724.673,15.558,-3.062,-10.883,0.143,0.986,-0.169,-0.005,-0.064,-0.0,94.587,30.733,996.68,1.243,1.0,4.0,38.636,-90.228,483.924,1.921,-80
725.085,15.62,-2.952,-10.957,0.145,0.983,-0.181,-0.007,-0.066,-0.001,94.597,30.87,996.737,1.052,1.0,6.0,38.636,-90.228,481.627,1.921,-56
725.498,15.567,-3.068,-11.385,0.145,0.99,-0.186,-0.011,-0.067,0.001,94.624,30.679,996.69,0.648,1.0,6.0,38.636,-90.228,481.627,1.921,-64
725.913,15.532,-3.015,-10.922,0.14,0.988,-0.172,-0.009,-0.023,0.001,94.624,31.078,996.693,1.077,1.0,6.0,38.636,-90.228,481.627,1.921,-57
726.328,15.542,-3.019,-10.922,0.144,0.984,-0.168,-0.008,-0.065,-0.003,94.642,31.11,996.708,0.427,1.0,12.0,38.636,-90.228,481.627,1.921,-61
726.744,15.526,-2.989,-10.946,0.128,0.982,-0.184,-0.015,-0.063,-0.001,94.597,30.613,996.701,0.558,1.0,12.0,38.636,-90.228,481.627,1.921,-60
727.157,15.613,-3.081,-10.902,0.136,0.987,-0.173,-0.007,-0.065,-0.001,94.569,31.122,996.687,1.646,1.0,12.0,38.636,-90.228,481.627,1.921,-70
727.571,15.593,-3.05,-10.924,0.141,0.984,-0.17,-0.009,-0.065,-0.002,94.551,31.117,996.693,0.693,1.0,4.0,38.636,-90.228,481.627,1.921,-62
727.983,15.579,-2.985,-10.877,0.145,0.989,-0.175,-0.009,-0.066,0.0,94.569,30.794,996.673,0.502,1.0,4.0,38.636,-90.228,481.627,1.921,-68
728.397,15.583,-2.985,-10.977,0.145,0.989,-0.157,-0.01,-0.07,-0.003,94.569,30.641,996.674,0.202,1.0,4.0,38.636,-90.228,481.627,1.126,-64
728.81,15.638,-2.971,-10.832,0.153,1.002,-0.174,-0.01,-0.063,-0.001,94.615,30.723,996.696,1.958,1.0,4.0,38.636,-90.228,481.627,1.126,-66
729.227,15.509,-3.011,-10.969,0.146,0.998,-0.178,-0.007,-0.064,0.0,94.615,30.809,996.68,1.237,1.0,6.0,38.636,-90.228,480.971,1.126,-56
729.639,15.552,-3.054,-10.865,0.136,0.982,-0.159,-0.001,-0.07,0.0,94.661,30.87,996.731,0.466,1.0,6.0,38.636,-90.228,480.971,1.126,-63
730.051,15.53,-3.034,-10.779,0.15,0.99,-0.179,-0.008,-0.067,-0.0,94.633,30.75,996.709,0.267,1.0,6.0,38.636,-90.228,480.971,1.126,-66
730.464,15.593,-3.052,-10.985,0.143,0.982,-0.171,-0.01,-0.067,-0.001,94.624,30.689,996.687,1.077,1.0,12.0,38.636,-90.228,480.971,1.126,-66
730.878,15.558,-3.081,-10.965,0.142,0.989,-0.165,-0.008,-0.066,0.0,94.633,30.629,996.705,1.077,1.0,12.0,38.636,-90.228,480.971,1.126,-61
731.292,15.613,-3.062,-10.887,0.143,0.986,-0.174,-0.008,-0.07,-0.0,94.597,30.832,996.682,0.926,1.0,12.0,38.636,-90.228,480.971,1.126,-60
731.704,15.511,-2.993,-11.046,0.141,1.0,-0.17,-0.007,-0.062,0.002,94.615,31.083,996.684,1.355,1.0,4.0,38.636,-90.228,480.971,1.126,-76
732.116,15.575,-3.028,-10.965,0.143,0.988,-0.182,-0.007,-0.068,-0.001,94.642,30.761,996.686,1.03,1.0,4.0,38.636,-90.228,480.971,1.126,-68
732.529,15.475,-3.07,-10.816,0.143,0.98,-0.164,-0.007,-0.066,-0.002,94.642,30.963,996.71,1.467,1.0,4.0,38.636,-90.228,480.971,1.634,-68
732.943,15.575,-3.001,-10.951,0.142,0.99,-0.166,-0.004,-0.068,0.001,94.642,31.171,996.688,1.42,1.0,4.0,38.636,-90.228,480.971,1.634,-70
733.357,15.567,-2.971,-10.818,0.132,0.978,-0.168,-0.005,-0.066,-0.001,94.624,30.87,996.69,1.173,1.0,6.0,38.636,-90.228,478.346,1.634,-63
733.769,15.56,-3.046,-10.798,0.142,0.99,-0.175,-0.007,-0.069,0.001,94.633,31.034,996.681,1.585,1.0,6.0,38.636,-90.228,478.346,1.634,-75
734.181,15.587,-3.04,-10.792,0.142,1.005,-0.173,-0.009,-0.064,-0.002,94.606,30.646,996.698,1.472,1.0,6.0,38.636,-90.228,478.346,1.634,-68
734.594,15.577,-2.981,-10.847,0.143,0.982,-0.176,-0.007,-0.064,0.0,94.606,30.931,996.699,0.957,1.0,12.0,38.636,-90.228,478.346,1.634,-68
735.008,15.477,-2.969,-10.914,0.141,0.994,-0.174,-0.01,-0.068,0.002,94.587,31.188,996.677,0.757,1.0,12.0,38.636,-90.228,478.346,1.634,-73
735.421,15.581,-3.07,-10.894,0.139,0.989,-0.172,-0.004,-0.065,0.0,94.587,30.936,996.695,1.226,1.0,12.0,38.636,-90.228,478.346,1.634,-71
735.832,15.587,-2.956,-10.859,0.135,0.987,-0.18,-0.004,-0.063,0.0,94.597,31.231,996.681,1.338,1.0,4.0,38.636,-90.228,478.346,1.634,-69
736.244,15.587,-3.001,-11.01,0.139,0.989,-0.166,-0.006,-0.064,-0.001,94.606,31.045,996.663,0.696,1.0,4.0,38.636,-90.228,478.346,1.634,-69
